Actor Names,Country,Actor Details,Likes
AJ Chayapol Jutamas,Thai,"""AJ"" Chayapol Jutamas is an actor managed by GMMTV (จีเอ็มเอ็มทีวี) since 2018. He's the twin brother of actor ""JJ"" Chayakorn Jutamas. In 2023, he graduated from Srinakharinwirot University's Faculty of Liberal Arts Social Communication Innovation. In 2018, AJ made his acting…",804
Zhai Zi Lu,Chinese,"Zhai Zi Lu is a Chinese film and television actor. He graduated from the Central Academy of Drama. In 2018, he starred in his first TV series ""Full-time Master"". In 2019, he won the Tencent Video Star Awards Annual Potential TV Actor Award.

(Source: Baidu)",803
Jung Yu Mi,South Korean,"Jung Yu Mi is a South Korean actress under Management SOOP. Jung made her feature film debut in Blossom Again (2005), for which she received acting recognition. She has since starred in the critically acclaimed films Family Ties (2006), Chaw (2009), My Dear Desperado (2010), and the box office hits…",799
Zhang Jiong Min,Chinese,"Zhang Jiong Min was born on the 14th of October, in Dongguan, Guangdong, China (He's a libra). The agency that he's currently in is, Shanghai Feibao Culture Media. He became more well known while having his first acting job as a support role in Master Devil Do Not Kiss Me 1 and 2 (2017). He then also…",799
Kim Joo Heon,South Korean,Kim Joo-hun is a South Korean actor under S.A.L.T Entertainment. He is best known for his role in the Korean television series Dr. Romantic 2.,799
Wayne Song,Taiwanese,"Wayne Song, born in Taichung, is a Taiwanese actor. He graduated from the Department of Drama, Taiwan University of the Arts. In 2015, he signed to become a training artist of Yijia Entertainment Brokerage Company and participated in a one-and-a-half-year actor training course. As a student Wayne Song…",798
Max Kornthas Rujeerattanavorapan,Thai,"Kornthas Rujeerattanavorapan, nicknamed Max, is an actor and model. He studied Civil Engineering at King Mongkut's University of Technology Thonburi. Max previously had the first name of Saran but changed it to Kornthas in early 2022 after consulting a Buddhist monk. 

(Source: MyDramaList)",798
Itagaki Mizuki,Japanese,"Itagaki Mizuki is a Japanese actor, singer and fashion model born in Tokyo, Japan. He is a former member of the idol boy band M!LK and is affiliated with Stardust Promotion. At the age of 10, Mizuki was scouted by Stardust Promotion when he and his mother were on their way home from shopping. He later…",797
Kim Ah Joong,South Korean,"Kim Ah Jung is a South Korean actress and model. Kim graduated from Korea University with a master's degree in journalism. She made her film debut in the 2005 romance film ""When Romance Meets Destiny"". For her leading role in ""200 Pounds Beauty"", she was awarded the Best Actress award at the 2007 Grand…",795
Koo Kyo Hwan,South Korean,"Koo Kyo Hwan is a South Korean actor, costume designer, editor, producer, director, and screenwriter born in Seoul, South Korea. He is managed as an actor by Namoo Actors. He graduated from the Seoul Institute of Arts. Koo made his acting debut in the 2009 South Korean romantic comedy “Castaway on…",794
Lee Si Eon,South Korean,"Lee Si Eon is a South Korean actor born in Busan, South Korea. He attended the Seoul Institute of the Arts, where he studied Broadcasting and Entertainment. He made his drama series acting debut in 2009, appearing in the series “Friend Our Legend.” He was one of the main hosts in MBC's variety show…",790
Lee Know,South Korean,"Lee Min Ho, known professionally as Lee Know, is a South Korean singer, dancer and member of STRAY KIDS (스트레이 키즈). He graduated from Gimpo Jeil Technical High School and is enrolled in the Entertainment Studies program at International Cyber ​​University. Before debuting, he was a backup…",790
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Yutaro,Japanese,"Goto Yutaro, also known by the mononym Yutaro, is a Japanese actor and model managed by Asobi System. He was born in Hiroshima Prefecture, Japan. He made his acting debut in 2018 through the film  3D Kanojo: Real Girl and later the same year he debuted on television through KBOYS.",789
Felix,Australian,"Felix Lee, known simply as Felix, is an Australian singer, dancer and member of STRAY KIDS (스트레이 키즈). He graduated from Metella Road Public School and later from St. Patrick's Marist College Dundas. He participated in an audition show created by JYP Entertainment (JYP엔터테인먼트)…",788
Han Gi Chan,South Korean,Han Gi Chan is a South Korean actor who made his entertainment industry debut as a contestant on the survival audition show “Produce X 101” in 2019. He was a Korean pop trainee for ten months under entertainment company Fantagio prior to his appearance as a contestant on the boy group survival reality…,787
Song Ji Yang,Chinese,"Song Ji Yang was born in Liaoning, China. He took the entrance exam for the Shanghai Drama Institute and accidentally received an offer, thus why he decided to become an actor. He is currently studying in Shanghai Film Academy.
(Source: DramaWiki)",787
Song Zu Er,Chinese,"Song Zu Er is a former child actress who first debuted in the Chinese television drama ""The Sea and Sky Boundless"". In 2007, she starred in her first film ""You Are An Angel"". She became known to the audience after starring in the ancient fantasy drama ""Prelude of Lotus Lantern"", playing Nezha. After…",787
James Supamongkon Wongwisut,Thai,"""James"" Supamongkon Wongwisut is an actor. On November 21, 2020, he was introduced as a new member of DoMunDi TV. He studied in the Faculty of Agro-Industry at Kasetsart University. 

(Source: MyDramaList)",787
Takei Emi,Japanese,"Takei was born in Nagoya. Aspiring to become a model, she declared to her parents on her entry to junior high school that she would become a model within three years. In 2006, she entered the 11th Japan Bishōjo Contest and won in not only one, but two categories: she received the Model Division Award…",785
Gao Han,Chinese,Gao Han is a Chinese actor.,785
Danson Tang,Taiwanese,"Danson Tang, a Taiwanese actor and singer, was born in Keelung, Taiwan. His father passed away in a construction accident when he was 13, leaving his mother to support him and his older sister alone. As the only male in the family, he took on significant responsibilities from a young age. After graduating…",783
Dean Fujioka,Japanese,"Dean Fujioka was born in Fukushima Prefecture, Japan, and graduated from Seattle University in Washington, USA. He is fluent in English, Japanese, and Mandarin. He is well known in the anime community for singing the opening song to ""Yuri On Ice"", ""History Maker."" Dean married an Indonesian woman in…",783
Zhang Ruo Nan,Chinese,"Zhang Ruo Nan is an actor born in Leqing City, Wenzhou, Zhejiang Province. She attended Hangzhou Dianzi University. 

In 2017, Ruo Nan officially made her acting debut with the film, ""Cry Me a Sad River."" 

(Source: MyDramaList)",783
Tommy Sittichok Pueakpoolpol,Thai,"Sittichok Pueakpoolpol, nicknamed Tommy, is a Thai actor, model, and singer under Domundi TV. Tommy started his career at the age of 15 By shooting commercials and music videos. He is known for his work as Zon from Why R U The Series and the music video Written In My Heart, sung by Da Endorphine. Tommy…",783
Gulnezer Bextiyar,Chinese,"Gülnezer Bextiyar, born in Ürümqi, Xinjiang, China, is a Chinese actress. She attended Xinjiang Arts University, majoring in dancing when she was young.

(Source: Wikipedia)",782
Inoue Mao,Japanese,Mao Inoue is a Japanese actress. She debuted as a U-15 idol in 1999. She is best known to Japanese television drama audiences as Akane Imai in Kids War and as Makino Tsukushi in the popular Hana Yori Dango series. Inoue Mao started her career as an actress at five years old. She has been in many dramas…,782
Lee Chung Ah,South Korean,"Lee Chung Ah is a South Korean actor represented by talent agency Kingkong. Her father is actor Lee Seung Chul. 

(Source: MyDramaList)",780
Jeon Mi Do,South Korean,"Jeon Mi Do is an actor born in Busan. She studied at Myongji College's Department of Theatre and Film. Mi Do made her stage debut in 2006 and is primarily known for her stage and musical work. For her work in ""Sweeney Todd"" (2016), she won Best Actress at the 2017 Korean Musical Awards. She went on…",780
Ayano Go,Japanese,"Go Ayano is a Japanese actor born in Gifu, Japan. Ayano was featured in several minor roles beginning in 2005. In 2009, he appeared in Takashi Miike's ""Crows Zero 2"". He then appeared in Shun Oguri's directorial debut, ""Surely Someday"" (2010). In 2013, Ayano starred in two of his highest-profile roles…",779
Kim Sun Young,South Korean,"Kim Sun Young is a South Korean actress and theater actress. She has performed in a variety of popular dramas, including Reply 1988 (2015), Because This is My First Life (2018), Romance is a Bonus Book (2019), When the Camellia Blooms (2019), Vagabond (2019), and Crash Landing On You (2019). She won…",779
Kim Sung Joo,South Korean,"Kim Sung Joo is a South Korean actor and member of Yuehua Entertainment's Chinese-South Korean boy group UNIQ, formed in 2014. He was a YG Entertainment trainee and a prospective member of Winner. He enlisted for his mandatory military service on March 9, 2020, and was discharged on September 16, 2021.…",778
Im Se Mi,South Korean,"Im Se Mi is a South Korean actor. She made her acting debut in the 2005 television series “Sharp 2” (반올림 2). On February 3, 2022, Im signed an exclusive contract with Noon Company after her contract with YNK Entertainment expired.

(Source: MyDramaList)",778
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Eugene,South Korean,"Kim Yoo Jin, professionally known in English as Eugene, is a singer, actress, MC from South Korea. She was a former member of a Korean female idol group called ""S.E.S."", popular in the late 1990s and early 2000s. She has released two solo albums and has gone on to star in TV dramas and movies and work…",775
BamBam,Thai,"BamBam is a South Korean idol and a member of the boy group GOT7. He was born in Thailand and grew up there before coming to Korea to train. He was a part of a dance crew called ""We Zaa Cool"" with his childhood friend, Lisa of Blackpink. He has appeared in a couple Thai CFs before his debut. He won…",773
Chen,South Korean,"Kim Jong Dae, known by his stage name Chen, is a member of EXO-M and its sub-unit EXO-CBX. He auditioned for S.M. through the S.M. Casting System in early 2011 at age 18. Kim debuted as a soloist on April 1, 2019, with the release of his first extended play titled ""April, and a Flower"" and its lead…",773
Dunk Natachai Boonprasert,Thai,"Natachai Boonprasert, nicknamed Dunk, is an actor managed by GMMTV.  In 2023, he graduated with a bachelor's degree in Computer Innovation Engineering, King Mongkut's Institute of Technology Ladkrabang.

Dunk got his first starring role in the series ""Star and Sky"". 

(Source: MyDramaList)",773
Baek Jin Hee,South Korean,"Baek Jin Hee is a South Korean actress and model under ANDMARQ Studio Agency. She debuted in the 2009 SBS drama ""Loving You A Thousand Times"". She is best known for her award-winning performance as the devious Empress Tanashiri in the 2013 hit period drama ""Empress Ki"", which won her the Best New Actress…",771
Lee Dong Gun,South Korean,"Lee Dong Gun is a South Korean actor and a singer under FNC Entertainment. He released his first music album in 1998, followed by his first acting role in the 1999 television drama “Ad Madness"". Lee enlisted for his mandatory military service on June 15, 2010. He was discharged on March 28, 2012.…",771
Go Sung Hee,South Korean,Go Sung Hee was born in the U.S.A. She attended Sungkyunkwan University and studied Performing Arts (Acting). She began her entertainment career as the host of the television variety show “Style Studio” in 2009. She played her first leading role in the fantasy-period drama The Night Watchman's Journal…,769
Lee Jung Jae,South Korean,"Born in Seoul. Majored Drama at Dongguk University. Started modelling in 1993. His first film role was in 'The Young Man'. Then, he got best new actor award in Baeksang Awards 1995 for the drama Sandglass, which is one of the highest rating drama of all time. Recently, he got best actor award in 2011…",768
Wang You Shuo,Chinese,"Wang You Shuo is a Chinese actor born in Wenzhou, Zhejiang Province. He graduated from the Broadcasting Department of the Hunan Academy of Arts. He formally entered showbiz in 2013 with his participation in the interactive feature comedy ""Happy ELIFE"". In 2015, he received attention for his role as…",767
Rainie Yang,Taiwanese,"Rainie Yang is a Taiwanese singer, actress, and host born in Beitou, Taipei, Taiwan, with ancestral roots in Hapu, Guangdong, China. She attended Hwa Kang Arts School for high school and came from a single-parent family, relying on her mother and sister while facing financial difficulties. After her…",763
Xu Hai Qiao,Chinese,"Xu Hai Qiao is an born in Shandong. He graduated from Shanghai Theater Academy. 

(Source: MyDramaList)",762
Kim Min Jung,South Korean,"Kim Min Jung is a South Korean actress who began her career at an early age as a successful child actress. She graduated from Kyung Ki University. She debuted in 1990, and received her first award in 1992 through the “KBS Drama Awards” as Best Young Actress, at the age of 10. She signed an exclusive…",762
Kitty Chicha Amatayakul,Thai,"Chicha Amatayakul, nicknamed Kitty, is a Thai singer, actress, and model born in Bangkok, Thailand. She started studying at the Faculty of Business Administration in Assumption University but changed to the Faculty of Law in Ramkhamhaeng University. She was a member of the Thai girl group ""Kiss Me Five""…",762
Lee Yun Hee,South Korean,"Lee Yun Hee is a South Korean actress. She was born in the Bundang district of Seongnam, Gyeonggi-do, South Korea. In the summer of 2001, 13-year-old Lee Yun Hee successfully signed a contract with SM Entertainment after she won the category of ""Best Feature"" in the SM Entertainment Best Youth contest.…",759
Kawaguchi Haruna,Japanese,"Kawaguchi Haruna is a Japanese actor and model born in Goto, Japan. She began modeling in the mid-2000s, appearing in the youth fashion magazine ""Nicola"". She then went on to make her TV acting debut in the series “Tokyo Dogs” in 2009. In 2022, she was called as the ""CM Queen"" for having 21 brands…",758
Fandy Fan,Taiwanese,"Fandy Fan is a Taiwanese actor born in Taiwan. He is known for ""We Are Champions"" (2019), ""Bad Boy Symphony"" (2019) and ""HIStory"" (2017). On February 14, 2023 attending the “Oh No! Here Comes Trouble” press conference, he revealed he got married to his girlfriend, whom he had been dating for 11…",758
Kim Ga Eun,South Korean,"Kim Ga Eun is a South Korean actress. She made her acting debut in the 2009 television drama “Style”. She has starred in many popular dramas since, including “Giant” (2010), “Dr. Champ” (2010), “Jang Ok Jung, Lives in Love” (2013), “I Hear Your Voice” (2013), “Inspiring Generation”…",757
Lee You Mi,South Korean,"Lee You Mi is a South Korean actor under Varo Entertainment. She made her acting debut in 2009 and became the first Korean actress to win Outstanding Guest Actress at the Creative Arts Emmys.

(Source: MyDramaList)",757
Love Pattranite Limpatiyakorn,Thai,"""Love"" Pattranite Limpatiyakorn is an actor and model of Chinese descent. In December 2022, Love graduated from the cinema and digital media programme at Srinakharinwirot University's College of Social Communication Innovation majoring in acting and directing. Love began her career in the entertainment…",757
Go Soo,South Korean,"Go Soo is an actor. He made his acting debut in a soft drink TV advertisement wherein he waits for his girlfriend in a curfew. On April 25, 2008, Soo was discharged from the military, and he received recognition for being an outstanding Public Interest Service Personnel. After 2 years and 2 months of…",755
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Lee Jong Hyuk,South Korean,"Lee Jong Hyeok is a South Korean model and actor. He first made a name for himself in the acting world when he appeared in the high school-themed series “User Not Found” (2021).

(Source:Viki)",753
Jin Han,Chinese,"Jin Han is a Chinese actor and singer born to a military family in Xining, Qinghai Province. He graduated from Beijing Modern Conservatory of Music with a bachelor's degree in performance. He officially entered showbiz in 2012 with the MV for songs ""Aftermath"" and ""Love, What's Up"". In 2014, he participated…",750
Nonkul Chanon Santinatornkul,Thai,"Chanon Santinatornkul, nicknamed Nonkul or Non, is an actor born in Bangkok. He graduated from school from Bangkok Christian College, and completed undergraduate education in film production at Mahidol University International College. Nonkul first appeared in the 2014 indie gay romance 'Love's Coming'…",749
Li Jiu Lin,Chinese,"Li Jiulin, a film and TV actor, was born in Shaanxi Province. Under the influence of his father, he learned calligraphy from an early age. In 2013, he was admitted to the Chinese Painting Department of Beijing Institute of Fashion Technology. Because of his good appearance, he was recommended by his…",748
Liu Yi Chang,Chinese,"Liu Yi Chang, born in Hulunbuir, Inner Mongolia Autonomous Region, is a Chinese actor managed by Yuekai Entertainment. He graduated from the Performance Department of Shanghai Theater Academy.

(Source: Baidu)",748
Jung Da Bin,South Korean,"Jung Da Bin is a South Korean actress and model managed by MAA Management. She is currently studying ""Theater and Film"" at Hanyang University. She first gained recognition in 2003 as a commercial model for Baskin-Robbins and was widely dubbed as ""Ice Cream Girl"". She debuted on-screen when she was only…",747
Ahn Hee Yeon,South Korean,"Ahn Hee Yeon, also known as Hani, is a Korean singer, actress, and entertainer. She is known as a member of the South Korean girl group, EXID debuted in 2012, and its sub-unit, SoljiHani (formerly known as Dasoni). She is also the older sister of the actor Ahn Tae Hwan. She has appeared on television…",746
Kaownah Kittipat Kaewcharoen,Thai,"Kittipat Kaewcharoen (Nickname: Kaownah) is a Thai singer and actor. He is a former member of the boygroup KLIMAXX. 
He also appeared in a reality singing show, called ""The Next Boy/Girl Band Thailand"", in 2018",746
Tutor Koraphat Lamnoi,Thai,"Koraphat Lamnoi, nicknamed Tutor, is an actor, YouTuber, and model. He currently studying at the University of the Thai Chamber of Commerce, Faculty of Business Administration Major in Finance. Tutor is a member of the Hot-boys Gang Domundi TV who do song & dance covers and travel shows on their YouTube…",745
Kim Sun Ah,South Korean,"Kim Sun Ah is a South Korean actress and model. She is best known for her role as Kim Sam Soon in My Lovely Sam Soon. Kim Sun Ah was born in Daegu and then spent much of her school years in Chōfu, Tokyo (she speaks Japanese fluently). After first appearing in a music video by Kim Hyun Cheol, she started…",744
Yuan Hao,Chinese,"Yuan Hao is a Chinese actor born in Beijing, China. He graduated from the Beijing Film Academy. In 2015, he officially entered the entertainment industry by starring in the web series ""Ten Kingdoms Heroes League.""

(Source: Chinese = Wikipedia || Translation = MyDramaList)",743
Kim Tae Hwan,South Korean,"Kim Tae Hwan is a South Korean model and actor. Tae Hwan got his start as a talented international model. His agencies are Choiii in Seoul, I LOVE in Milan, and Bananas in Paris. He has walked down dozens of runways, and been featured in many magazines, like GQ Korea, Vogue Girl Korea, Esquire Korea,…",741
Toda Erika,Japanese,"Toda Erika is a Japanese actress born in Nada-Ku, Kobe City, Hyogo prefecture. Toda began her performing arts activities in the fifth grade of elementary school and debuted as a gravure model by the age of 13. She moved to Tokyo after graduating from junior high school and started her acting career…",738
Kim Jae Kyung,South Korean,"Kim Jae Kyung is a South Korean singer, dancer, actress, and television personality. She is a former member and leader of the South Korean girl group Rainbow. She is a former trainee at JYP Entertainment before switching to DSP Media. Her brother is N. Flying's Jae Hyun. She studied at Deungchon High…",737
Lee Sun Bin,South Korean,"Lee Sun Bin, born Lee Jin Kyung in Cheonan-si, is a South Korean actress and singer. She joined girl group JQT following Minsun's departure in September 2011, until the group's disbandment in 2012. Before she started her acting debut, she filmed multiples endorsements, commercials, and made appearances…",737
Ji Xiao Bing,Chinese,"Ji Xiao Bing is a Chinese actor born in Xuzhou, Jiangsu. He graduated from Beijing Film Academy. He made his acting debut in 2010 in ""Family Reunion,"" but he didn't gain recognition until his appearance in the 2013 drama ""Legend of Goddess Luo."" In 2019, he won the Annual Network Power Actor Award at…",737
Liu Hao Ran,Chinese,"Liu Haoran, born Liu Yuan and English name Turbo Liu, was born in Pingdingshan, Henan province, but has lived in Beijing since he was twelve as he was accepted into the middle school branch of the Beijing Dance Academy. In 2014, he debuted in the film ""Beijing Love Story"" and was nominated for the Best…",736
Liu Rui Lin,Chinese,"Liu Ruilin also known as Liu Wayne is a Chinese actor who graduated from the Beijing Film Academy. He is best known for his supporting roles in the hit ancient dramas Eternal Love and The Flame's Daughter, as well as the romantic comedy film Go Away Mr. Tumor. On July 19 2019, Wayne's agency Jaywalk…",736
Billy Patchanon Ounsa-ard,Thai,"Patchanon Ounsa-ard, nicknamed Billy, is a Thai singer and actor. He is the leader of ZBURSTER (IMA INTER ACADEMY). He has a degree in Aerospace Engineering from Kasetsart University. Ounsa-ard began singing and dancing while studying at the university. Then, he was selected to do a final audition in…",736
Yoon Kye Sang,South Korean,"Yoon Kye Sang is a South Korean actor and singer under Just Entertainment. He began his career in 1999 as part of the K-pop boy band g.o.d, then left the group in 2004 and pursued an acting career. For g.o.d. group's 15th anniversary, Yoon and the other members reunited. On July 8th, 2014, g.o.d. made…",735
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Miura Shohei,Japanese,"Miura Shohei is a Japanese actor and fashion model. In 2007, Shohei joined the 20th Junon Superboy Contest and won the Photogenic Award as well as the Ideal Lover Award. Before he won these awards and started acting, he had appeared on television variety programs in 2006. He was on TBS's ""E Musume!""…",734
Han Sun Hwa,South Korean,"Han Sun Hwa, born in Busan, is a South Korean singer, actress, former member of TS Entertainment's South Korean girl group Secret. She attended Baekje University of the Arts Music Department but was expelled. She made her television debut in 2004 while participating in SBS' Superstar Survival as a finalist,…",732
Hong Kyung,South Korean,"Hong Kyung is an actor under Management MMM. He majored in theater and film at Hanyang University before making his acting debut, soon followed by a regular role. In 2021, he won the 57th Baeksang Arts Awards' Best New Movie Actor award for his role in ""Innocence.""

(Source: MyDramaList)",732
Hawick Lau,Hong Konger,"Lau Hawick is a Hong Kong actor and singer, most famous for his performances in the TVB series A Kindred Spirit, Virtues of Harmony and its sequel Virtues of Harmony II, and My Family. Hawick studied architecture at Ryerson University in Toronto, Canada before returning to Hong Kong to pursue his acting…",725
Ye Ji Won,South Korean,"Ye Ji Won, born in Seoul, is a South Korean actress managed by The Queen AMC. She won the Best Supporting Actress award for her role in ""Should We Kiss First"" in the 54th Baeksang Arts Awards. She also speaks French.",725
Hyunjin,South Korean,"Hwang Hyun Jin, known mononymously as Hyungjin, is a South Korean singer, dancer and member of STRAY KIDS (스트레이 키즈). He graduated from Seoul Performing Arts High School and is enrolled in the Practical English program at Global Cyber ​​University. He participated in an audition show…",725
Han Seok Kyu,South Korean,"Han Seok Kyu is a South Korean actor born in Seoul. While a student at the Film and Theater department of Dongguk University, he sang in an amateur folk-rock band. He took a brief, year-long contract as a voice actor at KBS, before moving on to TV and film acting. After a debut in the 1990 MBC campus…",724
Li Jia Qi,Chinese,"Li Jia Qi (English name: Nicky), born in Hangzhou, is a Chinese actress who made her acting debut in 2018. She attended the Shanghai Institute of Visual Art.
(Source: Viki)",724
Tu Tontawan Tantivejakul,Thai,"Tontawan Tantivejakul, nicknamed Tu, is a Thai model and actor under GMMTV. She graduated from Chulalongkorn University's secondary school and is currently studying dentistry there. Her elder brother is the actor ""Ton"" Tonhon Tantivejakul, an artist under Nadao Bangkok. Her mother is a professor at…",724
George Hu,Taiwanese,"George Hu is an American-born actor of Taiwanese descent based in Taiwan. He was born and raised in New York, the U.S.A. He is managed by First Media Corporation. In 2009, he became a member of the music band ""Wu Hu Jiang"" (Tiger Team. They are all cast members of the 2009 series ""K.O.3an Guo"". He received…",721
Lee Jung Eun,South Korean,"Lee Jung Eun is a South Korean actress. She is best known internationally for her role as the housekeeper Moon Gwang in the Academy Award-winning film ""Parasite"" (2019). She is managed by Will Entertainment. In the 2000s, while being active in theater, Lee also made a living as an acting teacher. Two…",720
Lee Yo Won,South Korean,"Lee Yo Won is a South Korean actress. She is best known for her portrayal of Queen Seon Deok in ""Queen Seon Deok"", as well for her work in ""Surgeon Bong Dal Hee"", and ""Fashion 70's"". Yo Won married businessman and professional golfer Park Jin Woo on January 10, 2003. The couple have two daughters &…",719
Kim Jennie,South Korean,"Kim Jennie is a South Korean pop singer and member of the girl group BLACKPINK (블랙핑크). Jennie studied in New Zealand before becoming a YG trainee in 2010. In 2016, she debuted with the girl group BLACKPINK. On November 12. 2018, Jennie debuted as a soloist with the song “SOLO.“ In 2021,…",719
Lee Da Hae,South Korean,"Lee Da Hae is a South Korean actress. When she was in grade 5 at primary school, she and her family moved to Sydney, Australia, where she used the Westernized name Cherry Byun. Byun made her entertainment debut when she won the 71st Miss Chunhyang Pageant in 2001. Using the stage name Lee Da Hae, she…",718
Yamamoto Yusuke,Japanese,"Yusuke Yamamoto is a Japanese actor. He was born in Aichi, Japan. His debut role was as Tsurugi Kamishiro, a.k.a. Kamen Rider Sasword, in Kamen Rider Kabuto.",718
Song Ji Eun,South Korean,"Song Ji Eun is a South Korean idol singer and dancer. She is best known as a member of a popular South Korean girl group Secret as the main vocalist of the group. Aside from being a member of Secret, she began a foray of solo activities in South Korea with her debut single ""Yesterday"" and participating…",715
Wu Kang Ren,Taiwanese,"Chris Wu is a Taiwanese actor and model from Kaohsiung, Taiwan. His parents divorced when he was young and he started working when he was only fourteen in a various manual-labor jobs. After completing the required military service, he worked as a temporary worker. He attended classes in cinematic and…",715
Kang Daniel,South Korean,"Kang Daniel, born Kang Eui Geon, is a South Korean singer, dancer, actor, model, and CEO. Formerly from b-boying roots, he made a name for himself as a dancer whilst competing in the second season of Mnet's Produce 101. He finished the competition in 1st place and made his debut as a Wanna One member…",715
Kim Ji Eun,South Korean,"Kim Ji Eun is an actress managed by HB Entertainment. She graduated with a bachelor's degree in theatre from Cheongju University. Starting out in the industry, Ji Eun appeared in various independent films and small roles, advertisements and popular music videos such as 2PM’s “Promise (I’ll be).”…",711
Park Ki Woong,South Korean,"Park Ki Woong is a South Korean actor. He is best known for his TV series ""The Slingshot"" and ""Bridal Mask"", and also starred in the films ""My Tutor Friend 2"" and ""Secretly, Greatly"". Park won the 2012 KBS Drama Awards: Best Supporting Actor for his role in ""Bridal Mask"".",710
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Peak Peemapol Panichtamrong,Thai,"""Peak"" Peemapol Panichtamrong is a Thai actor managed by Starlatiz (สตาร์ลาทิซส์). His younger brother is actor Vic Vittawin Panichtamrong. After graduating from Assumption College in March 2018 , he went on to study industrial engineering at King Mongkut's Institute of Technology…",709
Kim Hyun Joo,South Korean,"Kim Hyun Joo is a South Korean actress. She was modeling in teen magazines when she was in her third-year of high school. In 1996, Hyun made her entertainment debut when she starred in the music video for Kim Hyun Chul's ""One's Lifetime"". She launched her acting career in 1997, in the television drama…",709
Lee Ki Woo,South Korean,"Lee Ki Woo is a South Korean actor. He enlisted for his mandatory military service on November 9, 2009, at the Armed Forces Seoul Hospital and was discharged on September 1, 2011. On August 23, 2022, his agency announced that he would marry his non-celebrity girlfriend on Jeju Island in September. They…",709
Kitamura Takumi,Japanese,"Kitamura Takumi is a Japanese actor, singer, and model. He is the leader of a pop-rock Japanese band named DISH// and is represented by Stardust Promotions. Born and raised in Tokyo, Kitamura started his acting career when he was just 10 years old. Nowadays, he is trying to grow out of the child-star…",707
Tao Sattaphong Phiangphor,Thai,"Sattaphong Phiangphor (Nickname: Tao) is a Thai actor and singer known as AFB. Tao was in True Academy Fantasia Season 8. He studied at Degree Field of International Marketing, International College University (Communication Arts International University).",706
Zhang Ming En,Chinese,"Zhang Ming En, born in Jiamusi City, Heilongjiang Province, is a Chinese actor. He graduated from the 2013 undergraduate class of the Acting Department of the Central Academy of Drama. He made his acting debut when he took on the lead role in the 2016 television drama, “The Mystic Nine”. In the…",706
Meen Nichakoon Khajornborirak,Thai,"Nichakoon Khajornborirak, nicknamed Meen or Nicha, is a Thai model and actor. He's a Bangkok University International student majoring in Communication Arts and a basketball player in the forward position for Hitech Basketball Club and Bangkok University. Meen was part of the photo BL fiction ""350 Days…",704
Tae Darvid Kreepolrerk,Thai,"""Tae"" Darvid Kreepolrerk is an actor. He attained his degree in marketing from Kasetsart University. Tae got his start in the entertainment industry when he was chosen as one of Cleo's 50 Most Eligible Bachelors of 2013 before taking on his first acting role in the 2016 film ""11-12-13 Rak Kan Ja Tai.""…",703
Andy Bian,Taiwanese,"Bian Ching Hua (English name: Andy) is a Taiwanese actor and singer. He studied at the National Taiwan Ocean University, and then went on to make his drama debut with a supporting role in 2016’s “Tonight.” The following year, he made his silver screen bow in “Falling in Love.” (Source: Viki)",703
Go Bo Gyeol,South Korean,"Go Bo Gyeol is a South Korean actress under History D&C. She completed her studies at the Seoul Institute of Arts. Bo Gyeol made her debut as an actress in 2011 in the movie ""Turtles"" and made her drama debut in ""Angel’s Revenge"" in 2014. On September 1, 2022, it was announced that HiSTORY D&C and…",702
Shirasu Jin,Japanese,"Shirasu Jin is a Japanese actor represented by Cube. He made his debut in 2013, and has appeared in many dramas since. Shirasu portrayed Rui Hanazawa in Hana Yori Dango: The Musical during early 2016. He made the top 30 in the 22nd Junon Super Boy contest in 2010. He made his stage debut the next year…",702
Kim Hyun Soo,South Korean,"Kim Hyun Soo is a South Korean actress under ANDMARQ Studio Agency. She often starred as the younger version of the female protagonist in television dramas such as ""Bridal Mask"" and ""My Love from the Star"" before receiving her first leading role in ""Solomon's Perjury."" She played her first regular role…",701
Vivian Sung,Taiwanese,"Sung Vivian (Sung Yun Hua) is a Taiwanese actress, best known for ""Café. Waiting. Love"" and ""Our Times"". Sung's first dream was to be a singer, and in the future, she still wants to pursue her first passion - singing. She is in her final year at university as a textiles student. She has been nominated…",701
Kim Kang Hoon,South Korean,"Kim Kang Hoon is a South Korean child actor from South Korea, Cheongju. In 2013, he debuted on MBC every1's entertainment show ""오늘부터 엄마아빠"" (Mom And Dad From Today). As a child actor, he slowly became known for his role as young Choi Eugene in Mr. Sunshine, a drama which was aired on…",701
Yu Bin,Chinese,"Yu Bin is a Chinese male singer, host, and one of the M4M members of the men's singing group. Yu Bin was born in Hong Kong and grew up in Suzhou. In 2009, a dance video was uploaded to the network with friends and signed by Xingtian Media. In March 2013, he officially debuted with the singing group…",700
