Actor Names,Country,Actor Details,Likes
Dicky Cheung,Hong Konger,"Dicky Cheung Wai Kin is a Hong Kong television actor and singer. He entered show business in the early 1980s, signing a contract with television station TVB. He won the 3rd annual New Talent Singing Awards in 1984. Up until the mid-'90s, Dicky struggled for many years working as a low-paid actor, singer…",95
Du Chun,Chinese,"Du Chun was born in Hebei, China. His parents are also in the performing business. His father, Du Zhiguo is also an actor, and his mother, Yang Li, is a dancer and dancing instructor. He is the only child in the family and was very shy in his childhood. Du got admitted into Beijing Film Academy in 1999…",95
Guide Jirapirom Chaiya,Thai,"Jirapirom Chaiya, formerly known as Prakasit Chaiya, is a Thai actor.",95
James Wen,Taiwanese,"James Wen is a Taiwanese model and actor born in Kaohsiung and raised in San Chong, Taipei. He is of Hakka descent and graduated from Songshan High School of Agriculture and Industry, focusing on mechanical engineering. He later earned a degree in Communication Management from Shih Hsin University.…",95
Uchida Yuki,Japanese,"Uchida Yuki is a Japanese actress, and a popular 1990s Japanese idol, model and singer. She practiced fencing in high school and ranked 3rd in a tournament in Tokyo in 1991. She began her career as a model in commercials, notably for the confectionery company Lotte, then debuted in acting in 1992 in…",95
Bank Theewara Panyatara,Thai,"Theewara Panyatara, also known as Bank, was born on May 7, 2000, in Thailand. Currently, he is an actor under Star Hunter Entertainment agency and a student at Sarasas Witaed Suvarnabhumi School. In 2014, he participated in the Smart Boy Project. 

(Source: Drama.Fandom)",95
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Jo Han Sun,South Korean,Jo Han Sun is a South Korean actor who started his movie career with Temptation of Wolves (2004).,95
Hong Jin Kyung,South Korean,"Hong Jin Kyung is a South Korean model, comedian, singer, actress, and entrepreneur who owns a food company named after her. She debuted at the age of 16 through the SBS model contest, initially with the intention of supporting her family after her father got sick. She is also well known as a model…",95
Emoto Tasuku,Japanese,"Emoto Tasuku is a Japanese actor who is from a family of prolific and well-respected character actors. His father is actor Emoto Akira, his mother is actress Tsunogae Kazue, his younger brother is actor Emoto Tokio, and his wife is actress Ando Sakura. He began acting as a young teenager and has since…",95
Kim Sa Kwon,South Korean,Kim Sa Kwon is a South Korean actor.,95
Zhang You Hao,Chinese,"Zhang You Hao is a Chinese actor born in Luzhou City, Sichuan Province. He graduated from the 2013 undergraduate class of the Central Academy of Drama Performance Department. Zhang You Hao is an authentic Luzhou native. He attended middle school in Luxian No. 2 Middle School and joined the school's…",95
Liu Guan Lin,Chinese,"Born in Hei Long Jiang, he graduated from Beijing Dancing Academy. 
Liu Guan Lin debuted in the 2006 drama ""Han Emperor 3"", acting with Huang Xiao Ming and Ady An, 
He is well known for his main role as Cai Ba Dou in ""Longmen Express"" (2014).",95
Kim Jin Kyung,South Korean,"Kim Jin Kyung is a South Korean model. In 2012, she participated in OnStyle's Korea's Next Top Model and placed 2nd in the finals. She has appeared in many top magazines such as W Korea, Vogue Korea and Elle Korea. She also made her acting debut in the web-drama Yellow.

(Source: Wikipedia)",95
Zhu Jia Qi,Chinese,"Zhu Jia Qi is a Chinese actor born in Handan City, Hebei Province, China. He graduated from the Department of Performance of Tongji University. He debuted in 2014 with the live-action animation movie ""Armor Hero Atlas"".",95
Yu Xiang,Chinese,"Yu Xiang is a Chinese actor born in Changsha City, Hunan Province, China. He graduated from Hunan Mass Media Vocational and Technical College. In 2012, he starred in the urban romantic drama ""Modern Son-in-law"", thus officially entering showbiz.",95
Lawrence Zhang,Chinese,"Lawrence Zhang Bohan is a Chinese actor born in Shenzhen, Guangdong Province and graduated from Shenzhen University. In 2013, he entered showbiz when he participated in his first youth idol drama ""Madou Hostel 2"".",95
Jung Jae Oh,South Korean,"Jung Jae Oh (Birth name: Jung Jin Hwan) is a former member of Stardium Entertainment's group The Man BLK, which debuted on October 10, 2018. Jin Hwan lived in Japan as a kid and speaks Japanese. On June 6, 2021, he has signed an exclusive contract with UL Entertainment under the new stage name ""Jung…",95
Mon Hatsawatchon Wongsrisai,Thai,,95
Park Woo Jin,South Korean,"Park Woo Jin is a South Korean singer under Brand New Music and member of boy group AB6IX. In 2017, he participated in Mnet’s “Produce 101 Season 2“ and qualified to be a member of boy group Wanna One for a year and a half. Park made his solo debut with 1st EP titled 'oWn' on 27 February, 2023.",95
Hyuna,South Korean,"Kim Hyuna, better known as HyunA, is a South Korean singer and dancer under P-Nation. She originally debuted as a member of Wonder Girls in 2007, under JYP Entertainment. After she joined the girl group 4Minute in 2009 under Cube Entertainment, but the band disbanded in 2016. She began her solo career…",95
Shi Zi Xun,Chinese,Shi Zi Xun is a Chinese actor.,95
Kong Kongpob Jirojmontri,Thai,"""Kong"" Kongpob Jirojmontri is an actor and artist under Domundi (ดูมันดิ). After graduating from Bangkok Christian College, he went on to study engineering at Chulalongkorn University. 

(Source: MyDramaList)",95
Ding Qiao,Chinese,"Ding Qiao is a Chinese actor born in Hulunbuir, Inner Mongolia and graduated from Department of Drama and Film of Tianjin Conservatory of Music. In 2016, he entered showbiz with his first role as big brother Aixinjue Luo Yonghuang in costume palace drama ""Ruyi's Legend"". After its release in 2017, Ding…",95
Danny Bandit Disatharit,Thai,"""Danny"" Bandit Disatharit is a Thai-Dutch actor and model from Nong Khai province, Thailand. 

(Source: MyDramaList)",95
Wang Yi Tian,Chinese,"Wang Yi Tian is an actress who was born in Shenzhen, Guangdong Province, and graduated as an actress from the 2012 Performance Department of the Central Academy of Drama In 2018. After graduating she participated in the first large-scale professional sports event Super Nova Games. Towards the end of…",95
Win Thanakom Minthananan,Thai,"Win Thanakom is an actor. After graduating from Nawamin Thrachinuthittriam Udomsuksa Nomklao, he went on to study at Kasetsart University's Faculty of Agro-Industry.  He was formerly signed with Rookie Thailand.

(Source: MyDramaList)",95
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Han Seung Won,South Korean,"Han Seung Won is a South Korean singer, film and theater actor born in Seoul, South Korea. He graduated from Korea University with a bachelor's degree in materials science and engineering. In 2011, he debuted as a singer with the song ""You Are Coming"", the OST for the SBS drama ""Sign"". He sang OSTs…",95
Sun Zi Hang,Chinese,"Sun Zi Hang, born in Hefei, Anhui, is a Chinese actor. He won the National Youth Calligraphy Excellence Award many times during elementary school. In junior high school, Sun Zi Hang was selected by the Anhui Provincial Team to join the Hefei Basketball Team and represented Hefei in the National Games…",95
Max Detter,Thai,Max Detter is  a Thai actor and YouTuber. He graduated from Communication Design Major Mahidol University International College. He currently has 303k subscribers in his YouTube channel called Maxed Out Style.,95
Kim Dong Ho,South Korean,"Kim Dong Ho is a South Korean actor and musical actor. He graduated with a bachelor's degree in Film and Performing Arts from Dankook University. He made his debut in 2005 with a role in the musical ""Secret Garden"" and has remained active in musical theater since then. In 2011, he made his acting debut…",94
Seo Do Young,South Korean,"Seo Do Young was a promising model before he began his acting career, appearing on numerous runways for Korea's leading fashion designers as well as in several foreign designer shows such as Gucci and Tommy Hilfiger. During his years as a model, he registered himself in acting class to pursue his ultimate…",94
Sawamura Ikki,Japanese,"Sawamura Ikki is a Japanese model, actor, and singer who was born in Kagoshima. After graduating high school he started in the industry as a fashion model and then later made his acting debut in 1996. He sang the ending theme song for the drama Hataraki Man.",94
Ban Hyo Jung,South Korean,Ban Hyo Jung is a South Korean actor. She won 2009 SBS Drama Awards: Achievement Award (Shining Inheritance).,94
Ahn Ji Hoon,South Korean,Ahn Ji Hoon is a South Korean actor.,94
Sing Hom,Taiwanese,,94
Zhu Zhu,Chinese,"Zhu Zhuis a singer and actress born in Beijing, and the granddaughter of revolutionary hero Zhu Xu Zhi, a Red Army Major General of the People's Liberation Army who participated in the Long March during the 1930s. Zhu Zhu graduated from Beijing Technology and Business University with a major in electronics…",94
Chen Shi Min,Chinese,"Chen Shi Min is a Chinese actress and singer who graduated from the Beijing Modern Conservatory of Music.
She is a member of the C-Pop girl groups ""KOGIRLS"" and ""N Girls"", with her stage name being Shimin. 

(Source: kprofiles.com)",94
Yoon Na Moo,South Korean,"Yoon Na Moo is a South Korean actor. He studied Drama at Dongguk University in Seoul and made his acting debut in the stage play “Private 3rd Class” in 2011. He made his TV acting debut in 2016, appearing in “Dr. Romantic.”",94
Yan Hao Yuan,Chinese,"Yan Hao Yuan is a Chinese actor who made his debut in the drama ""Accidentally in Love'. He was invited to attend the seventh ""Model Beijing · Fashion Elite Festival"", and won the top ten role model. On July 8, 2021, Hao Yuan announced on douyin that he and his long time girlfriend, assistant and internet…",94
Kiak Wattikorn Permsubhirun,Thai,"""Kiak"" Wattikorn Permsubhirun is an actor from Bangkok. He studied business at Mahidol University International College. 

Kiak entererd the entertainment industry when he signed as an actor under Channel 3. 

(Source: MyDramaList)",94
Ma Yue,Chinese,"Ma Yue was born in Beijing and studied at Beijing Film Academy. In June 2016, she signed with an agency and officially entered the entertainment industry. 
She debuted as 'Bi Yao' in a Dragon TV drama 'Lost Love in Times'.",94
Hwang Chi Yeul,South Korean,"Hwang Chi Yeul is a South Korean singer and TV show host. He made his official debut in 2007, releasing a digital single album, Chi Yeul and a full-length studio album, Five senses.
(Source: Wikipedia)",94
Zani Nipaporn Thititanakarn,Thai,"Nipaporn Thititanakarn, known as Zani, is a Thai singer and actress.",94
Wang Ge Ge,Chinese,"Wang Ge Ge is a Chinese internet celebrity known for her participation in short online dramas. Born in Xi'an, Shaanxi Province, China, she graduated from the Xi'an University of Science and Technology's Civil Engineering Department. 

(Source: MyDramaList)",94
Kao Siravit Suwannarut,Thai,"""Kao"" Siravit Suwannarut is a Thai actor, influencer, model, and member of the boy group MANIACT (มานิแอ็ค) signed with the label SN1 Entertainment and their parent company Safe Studio (เซฟ สตูดิโอ). In 2022, he graduated from Chulalongkorn University's Faculty of…",94
Luigi Zhang,Chinese,"Zhang Ru Jie (English name: Luigi) is a Chinese actor born in Bari, Puglia, Italy. He graduated from the Beijing Film Academy and officially entered the Chinese entertainment circle in October 2017 with his debut role in the sci-fi movie ""Red Fire Hunted"".

(Source: AnastasiaWun at MyDramaList)",94
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Han Jung Wan,South Korean,Han Jung Wan is a South Korean model and actor. He was the winner of Mister International Korea 2021.,94
Jung Yeo Joon,South Korean,"Jung Yeo Joon is a South Korean actor. Before debuting, he appeared in the music video of Primary's 2017 single ""Drama"". He then went on to appear as a commercial model for Samsung in 2020. He made his acting debut in 2021 with a role in ""On the Verge of Insanity"" (미치지 않고서야). (Source:…",94
Kad Ploysupa,Thai,"Kad Ploysupa, nicknamed Kad, is as singer and actor from Chiang Mai, Thailand. His education includes attending Rajamangala University of Technology Lanna (International Business Management). In February 2024, he terminated his contract as an artist under Star Hunter Entertainment. (Source: MyDramaList)",94
Jannine Weigel,German,"Jannine Parawie Weigel, nicknamed Ploychompoo, was born and raised in a small town called Steinfurt, Germany, until 10 years old. In July 2010, her family moved to Thailand. Since 2010, Jannine entered the entertainment business through a modeling agency. She does advertising and she also took part…",93
Thanwa Suriyajak,Laotian,"Thanwa Suriyajak is an actor, model and singer, born and raised in in Pakse, Champasak, Laos. He was named ""Thanwa"" for his birth month December, which is ""Thanwakhom"" in Thai. His father is of Thai, Chinese, & French descent and his mother is of Thai, Chinese, & Vietnamese descent; they also have relatives…",93
Park Gun Woo,South Korean,"Park Gun Woo (born Park Gun Tae) is a South Korean actor. He began his career as a child actor in TV series such as I'm Sorry, I Love You (2004), Time Between Dog and Wolf (2007), and East of Eden (2008). The teenage actor has more recently been seen in Warrior Baek Dong-soo (2011) and May Queen (2012).…",93
Phapuen Veerakarn Puvapiromquan,Thai,"""Phapuen"" Veerakarn Puvapiromquan is an actor and model. In 2020, she graduated from Srinakharinwirot University. 

Phapuen has a Youtube channel called PuenStories, where he uploads some covers and vlogs. 

(Source: MyDramaList)",93
Jeon Tae Soo,South Korean,"Jeon Tae Soo was a South Korean actor. He was best known as the antagonist in 2010 television series ""Sungkyunkwan Scandal"". After he was charged in 2011 with assaulting a taxi driver and two policemen under the influence of alcohol, Jeon withdrew from the sitcom ""All My Love"" and went on a temporary…",93
Inoue Masahiro,Japanese,"Inoue Masahiro is an actor from Kanagawa Prefecture, Japan. He got his start in the industry acting in ""Musical: The Prince of Tennis: The Imperial Presence Hyotei Gakuen feat. Higa.""  

He has been married to Jaimie Natsuki since December 19, 2016. They have one child. 

(Source: MyDramaList)",93
Lee Tae Ran,South Korean,"Lee Tae Ran is a South Korean actress. She is best known for her roles in the dramas such as Yellow Handkerchief, My Rosy Life, Famous Princesses and Wang's Family.",93
Toey Pongsakorn Mettarikanon,Thai,"Toey Pongsakorn Mettarikanon is a Thai actor. He began his career in the Thai Entertainment first off as a contestant in ""The Idol Project 2"" and won the title, ""Top of The Idol."" He made his debut in Thai lakorn in the popular Thai Gentlemen series. Soon after, Khun Nong Arunosha (Broadcast Thai Tv)…",93
U-kwon,South Korean,"U-kwon (Born as Kim Yu Kwon) is a South Korean singer, actor, dancer, and a member of the boy band Block B under Seven Seasons debuted in April 2011. He's also a member of Block B's first sub-unit, Bastarz, along with members P.O and B-Bomb. In June 2017, U-Kwon and fellow Block B member P.O received…",93
Chen Dao Ming,Chinese,"Chen Dao Ming is a Chinese actor known as the Emperor of Chinese TV series, having starred in all types of TV series and films. Chen Dao Ming is a veteran award-winning Chinese actor and producer. He made his acting debut in the 1982 film “There's a Blizzard Tonight” and then won his first Best…",93
Liu Min Ting,Taiwanese,"Liu Min Ting is a Taiwanese actor he made his debut in the movie Love at First Sight (2016). He is best known for playing Lin Jing in ""Guardian"".",93
Park Geon Il,South Korean,"Park Geon Il is the vocalist, rapper and dancer of K-pop group Supernova. He appeared in SeeYa's video for the song ''Crazy love song part II'' and in Ji Young's video for the song ''Wanna do'' (KARA). One of his closest friends is Eun Jung from T-ARA.",93
Kim Young Jae,South Korean,"Kim Young-jae (born October 5, 1975) is a South Korean actor. Kim began his acting career appearing in short films and bit parts, and while he later became best known as a supporting actor in mainstream film and television, he has also played leading roles in indies such as One Step More to the Sea…",93
Xin Rui Qi,Chinese,"Xin Rui Qi is a Chinese actress born in Xi'an, Shaanxi, China. She graduated from the Beijing Film Academy with a bachelor's degree in Acting. While still in the academy, she worked part-time as a graphic model and also participated in campus dramas. She made her acting debut in July 2017 with her participation…",93
Tong Surawit Ruangyod,Thai,"""Tong"" Surawit Ruangyod is an actor. He studied comm arts at Dhurakij Pundit University. 

(Source: MyDramaList)",93
Im Se Ju,South Korean,"Im Se Ju is a South Korean actress. She studied at Myongji College, and made her acting debut in the drama series “12 Years Promise” in 2014. She followed up the next year in 2015 with her big-screen bow in the melodramatic film “Salut d'Amour.” More recently, she has appeared in the drama series…",93
John Wu,Chinese,"John Wu is an actor, model, and national fitness athlete.",93
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Nagao Kento,Japanese,"Nagao Kento is a member of Japanese boy band Naniwa Danshi formed by Johnny & Associates. It consists of 7 members who primarily come from the Kansai region. The group's official debut announcement was made on July 28, 2021, through their label J Storm. Their debut single, ""Ubu Love"", was released on…",93
Baekho,South Korean,"Kang Dong Ho, better known by his stage name Baekho, is the vocalist, dancer, and composer of the boy group NU'EST. They debuted on March 15, 2012, with the single titled ""Face"". He appeared in After School's video for the song ''Play Ur Love'', Hello Venus's video for the song ''Venus'', and As Blue's…",93
Puth Putthanat Chayaaphinanthakul,Thai,,93
Kevin Moon,Canadian,"Kevin Moon, known simply as Kevin, is a Canadian singer, dancer and member of THE BOYZ (더보이즈). He graduated from Burnaby Mountain Secondary and later attended the Psychology program at the University of British Columbia but dropped out. He was born in South Korea but moved to Vancouver, Canada…",93
Mark Ma,Chinese,Mark Ma is a Chinese actor who started out as a child actor.,93
Leo Guo,Chinese,"Guo Yu Chen is a Chinese actor who made his acting debut in 2020 when he took on one of the main roles in the Taiwanese boy-love drama, “Because of You"".",93
Chen Ming Hao,Chinese,"Ming Hao, born in Guangdong province, is a male pop singer and an actor. He is a member of ZOOM Super Group.

Source: Baidu",93
Wu Yi Jia,Chinese,"Wu Yijia, a Chinese actor, was born as Wu Wei in Bengbu, Anhui Province. He began working as a graphic model in 2013 and then filming movies and TV series in 2014. In the two years since his debut, he shot many brands of graphic and TV commercials.",93
Prapye Ramida Theerapat,Thai,Ramida Theerapat (Nickname: Prapye) is a Thai actress managed by Channel 7.,93
Noey Natnicha Vorrakittikun,Thai,"Natnicha Vorrakittikun, nicknamed Noey, is an actor, model and Marketing Management Trainee at L'Oréal Group. She studied International Business Management at Mahidol University and has a clothing brand called Anti.uniform. 

(Source: MyDramaList)",93
Zheng Shu Huan,Chinese,"Zheng Shuhuan, born in Wenzhou, Zhejiang Province, is an actress in mainland China and graduated from the Shanghai Theatre Academy . In 2015, starred in ""The Promotion of the Princess "" as Wang Zhaoxun. In 2017, she participated in the film and television drama ""The Generals "" and the variety show ""…",93
Joo Seok Tae,South Korean,Joo Seok Tae is a South Korean actor.,93
Jung Jae Sung,South Korean,,93
Lee Joo Won,South Korean,,93
Kang Woo Jung,South Korean,Kang Woo Jung is a South Korean actor.,93
Nakagawa Daisuke,Japanese,"Nakagawa Daisuke is a Japanese actor represented by Ken-On Production. In 2019, he made his first regular appearance in the TV drama ""Ore no Sukato, Doko Itta? ""He's also a model for MEN'S NON-NO. He graduated from Musashino Art University in March 2020.",93
Zhou Qi,Chinese,"Zhou Qi is a Chinese actor, singer and voice actor who graduated from Beijing Film Academy. 

(Source: MyDramaList)",93
Park Gun Wook,South Korean,"Park Gun Wook is a South Korean singer, dancer and member of ZeroBaseOne (제로베이스원, often simplified to ZB1). He graduated from Osan Information High School, and before debuting, he spent 2 years and 5 months under JellyFish Entertainment (젤리피쉬엔터테인먼트). In February 2023,…",93
Oh Yeon Soo,South Korean,"Oh Yeon Soo is a South Korean actress. Yeon Soo made her debut in 1989 among a batch of actors who passed an open audition by broadcaster MBC, and she soon became popular for her innocent image. But since her marriage to fellow actor Son Ji Chang, Yeon Soo has had a career renaissance doing more mature…",92
Jang Se Hyun,South Korean,"Jang Se Hyun is a South Korean actor. He studied at Baekseok University. Se Hyun enlisted to perform his military service in March 2012, which he finished in December 2013.

(Source: Dramawiki)",92
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Dowoo,South Korean,"Born in Bucheon, Gyeonggi, South Korea. Former member of A-JAX, which debuted in 2012 and disbanded in March 2019. 
He appeared in Rainbow's video for the song ''To me''. One of his closest friends is Young Saeng from SS501.",92
Kevin Woo,American,"Kevin Woo is a South Korean-American singer and television host. He was a member of South Korean boy band, U-KISS and a host on After School Club. He made his solo debut in 2018.",92
Tan Kai,Chinese,Tan Kai (English name: Kevin Tan) is a Chinese actor.,92
Im Yoon Ho,South Korean,"Im Yoon Ho is a South Korean actor. Yoon Ho debuted with the Korean drama ""7th Grade Civil Servant"" and left a strong impression on the viewers with his acting performance. The drama production claims, ""We feel a dangerous rookie has been born. He was cast the second he was seen"". He is currently signed…",92
Yang Yi Fei,Chinese,"Yang Yi Fei (English name: Aro) is a Chinese host, fashion anchor and actor born in Hunan Province. He used to be the host of Hunan TV Station's ""60 Years of Golden Melody Awards"", ""Mzone is the best"", ""Entertainment Pioneer"", ""Star Sister Report"". The eloquent Yang has an amazing speaking speed, can…",92
Kishi Yuta,Japanese,"Kishi Yuta used to be a member of the group ed Number_i under TOBE record label. He was previously a member of Johnny's J-pop boygroup, King & Prince.

(Source: MyDramaList)",92
Deyn Li,Taiwanese,"Born in Taichung, Taiwan, Deyn Li is a member and main rapper of the Taiwanese group 4ever. He made his acting debut in the 2014 television drama “Pleasantly Surprised.” He has since appeared in a number of popular dramas, including “My Little Princess” (2016) and “The Masked Lover” (2017).…",92
EXY,South Korean,"EXY auditioned for JYP in 2008, but did not pass. She later trained for five years under Starship Entertainment before debuting as a part of WJSN. In 2012, EXY was part of the lineup for VIVA Girls, a seven-member girl group under Medialine with other members SeolA, 9MUSES' Kyungri, Dalshabet's Woohee,…",92
Takito Kenichi,Japanese,Takito Kenichi is a Japanese actor.,92
Ko Vasin Asvanarunat,Thai,"Vasin Asvanarunat, nicknamed Ko, is a Thai actor and musician from Bangkok. He is part of the music duo Rooftop. He made his acting debut in 2012 through 'Zeal 5 Kon Gla Tah Atam' however he was cast in his first lead role later that year in 'Ching Nang'. He graduated with a Bachelor's Degree from the…",92
Song Wen Zuo,Chinese,Song Wen Zuo is a Chinese actor.,92
Wang Yu Wei,Chinese,"Wang Yu Wei, was born in Xinjiang Hami, native of Shandong, mainland China actor. In 2016, he debuted in the TV series ""Youth Friendship Circle"".",92
Shin Yu Na,South Korean,"Shin Yuna is a member of JYP Entertainment's new girl group, ITZY.  She trained for 3 years.  She appeared in BTS‘ Highlight Reels. Yuna attends Hanlim Multi Art School, she’s in the department of Practical Dance.   Yuna graduated from middle school in December 2018.",92
Huang Xin,Chinese,,92
Park Ye Ni,South Korean,"Park Ye Ni is a South Korean actress. She has also appeared and performed on the Mnet music program ""I Can See Your Voice 4."" In Park’s audition clip for Hospital Playlist, it is said that she attended NYU and Harvard in the Acting department. She can also speak English, Spanish, Russian, and French.…",92
Wang Li Na,Chinese,"Wang Li Na is a Chinese singer, born in Gansu, China. Graduated from College of William & Mary.",92
Lee Jeong Hyo,South Korean,,92
Moon You Kang,South Korean,"Moon Yoo Kang earned the title of the ""new rising star of Daehangno Street"" when he was cast for the lead role of the play ""Another Country"" with a competitive rate of 1/267. He has participated in the play ""Picture of Dorian Gray Salome"" and has been recognized for his acting ability in the theatre…",92
Kaneko Shunya,Japanese,Kaneko Shunya is a Japanese actor.,92
Oh So Hyun,South Korean,"She is a South Korean actress. 
Oh So-hyun Appears in ""The World of the Married""",92
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Kobayashi Toranosuke,Japanese,"Toranosuke Kobayashi is a Japanese actor bor in Okayama Prefecture, Japan. After successfully passing the audition, he made his first regular appearance in a TV series ""Gekokujo Kyuji"" (2023).

(Source: Official Website)",92
Peak Pattarasaya Kreursuwansiri,Thai,"Peak Pattarasaya Kreursuwansiri is an actor. She is currently attending Rangsit University, majoring in Advertisement.

She was signed with Channel 7 for three years and left in July 2019. 

(Source: MyDramaList)",91
Lee Young Eun,South Korean,"Lee Yeong Eun is a South Korean actress under J, Wide-Company (제이와이드컴퍼니). She attended Dongduk Women's College. In 2007, she won the New Star Award at the SBS Drama Awards.

On September 27, 2015, Yeong Eun married JTBC producer Go Jung Ho. 

(Source: MyDramaList)",91
Kurt Chou,Taiwanese,"Kurt Chou, born in Taipei, Taiwan as Chou Hsiao An, is a Taiwanese actor. In March 2021, Chou married his co-star, actress Chen Tian Ren, from the 2019 TV series, My Hero My Daddy.",91
Sakuraba Nanami,Japanese,"Sakuraba Nanami is a Japanese gravure idol and actress who won ""Miss Magazine 2008. She was born in Izumi, Kagoshima Prefecture, Japan. She made her acting debut in the 2008 film “Classmates, Gymnasium Baby”. On September 1, 2023, she announced through her agency Sweet Power that she would be getting…",91
Ando Masanobu,Japanese,"Masanobu Ando is an established actor both in Japanese television drama and film and has gained a lot of acting experience. Famous directors whom he has worked with before include Kitano Takeshi, Motohiro Katsuyuki and Fukasaku Kinji. He is best known for his role as the the insane killer in Battle…",91
Teng Kanist Piyapaphakornkoon,Thai,"Kanist Piyapaphakornkoon, nicknamed Teng, is a Thai actor and singer. He graduated with a Bachelor of Arts degree at Ramkhamhaeng University. After establishing himself as a teen idol with the Thai boy pop band B.O.Y., Kanist became a full-time television actor. He is well known for the series ""Gay…",91
Zhao Lei,Chinese,"Zhao Lei is a Chinese singer and actor. He is part of the Chinese idol group, X-NINE, as a main vocal. He competed on Produce Camp (2019) and became a member of the group R1SE.",91
Liu Jian Yu,Chinese,,91
Lee Do Gyeom,South Korean,,91
Liu Si Bo,Chinese,"Sibo Liu is an actor, known for Blade Attacking (2018). He was born in Chang Chun.",91
Lim Hyoun Soo,South Korean,Lim Hyoun Soo is a South Korean actor.,91
Vincent Cao,Chinese,Vincent Cao is a Chinese actor.,91
James Yang,Chinese,"Yang Lin (English name: James),  born Yang Tai Lang in Hangzhou City, Zhejiang Province, is a Chinese film and television actor managed under Mango TV. He graduated from the Acting Department of the Central Academy of Drama.

(Source: Baidu)",91
Ju Hak Nyeon,South Korean,"Ju Hak Nyeon is a South Korean singer, dancer, actor and member of THE BOYZ (더보이즈). He graduated from Hanlim Entertainment Arts High School and is enrolled in Seoul Cyber ​​University. He has Chinese descent and lived in Hong Kong for several years as a child. He made his debut in December…",91
Kwon Eun Bi,South Korean,"Eunbi is a South Korean singer and is a former member of Japanese-Korean idol group IZ*ONE. She was born in Siheung-Dong, Geumcheon-Gu, Seoul, South Korea. She is also a former member of K-POP group Ye-A where she went by the stage name Kazoo. She participated in the survival show Produce 48. She ranked…",91
Wang Jia Ning,Chinese,"Wang Jia Ning, born in Beijing, is a Chinese actress. She graduated from the New York Film Academy with a double-sidence performance and directing major.  

(Source: Baidu)",91
Ni Ke Xin,Chinese,Ni Ke Xin (English name: Coco) is a Chinese actress born in Chengdu. She is represented by Aim Media Film and Television. She graduated from Tamkang University. Coco officially debuted in the 2016 youth mini-film “一生够爱几个人，一个就够了”. Her first lead role was in the 2020 web…,91
Lee Chae Yeon,South Korean,"Lee Chaeyeon is currently an idol under Off The Record Entertainment and WM Entertainment. She was a competitor on Produce 48. However, she ranked #12 in the finale, making her the final member confirmed for IZ*ONE. Before participating in the survival show produce 48 she had participated in the survival…",91
Chen Zheng Yang,Chinese,"Chen Zheng Yang is a Chinese actor. He graduated from the Central Academy of Drama. In 2014, he made his debut in the drama ""Sword Master"".",91
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Zhao Li Xin,Chinese,"Director, screenwriter, & Actor born in Zhengzhou, Henan, China, and graduate of Central Academy of Drama. Due to his outstanding academics, he was admitted to the Gerasimov Institute of Cinematography and earned a master's degree from the directing department. In the 1990s, he moved to Sweden and was…",91
Kim Eun,South Korean,,91
Han Jiu Nuo,Chinese,She is an actress and singer who graduated from the Beijing Film Academy.,91
Yokota Mayuu,Japanese,"Mayu Yokota is a Japanese actress, known for Nunuko no seisen Harajuku Story (2018), 3 Nen A Kumi: Ima kara Mina-san wa, Hitojichi Desu (2019), and Mita Dances (2020).",91
Kevin Oh,American,"Kevin Oh is a Korean-American singer-songwriter and musician under Sony Music Entertainment Korea. He is the vocalist and guitarist of the boy band AfterMoon. He made his solo debut on November 16, 2016, with the single ""Yesterday, Today, Tomorrow"". Prior to his debut, he was the winner of Superstar…",91
Kwon Ah Reum,South Korean,"Kwon Ah Reum is a South Korean model and actor. She made her acting in 2019 in the music video for Onestar's “I Can’t Take My Eyes off You.” She has since followed up with a number of film and drama roles. 

(Source: MyDramaList)",91
Son Ravisut Patipatvasin,Thai,"Ravisut Patipatvasin, nicknamed Son, is a Thai guitarist and singer. He is the winner of Asia International Guitar Competition 2016 and winner at the first ever Alma Hanoi International Festival and Competition held in Hanoi, Vietnam.",91
Moon Jong Up,South Korean,"Moon Jong Up is a South Korean singer and dancer. He is the former member, main dancer and vocalist of the South Korean group B.A.P which was under TS Entertainment. The group debuted in 2012. In November 2014, the group filed a lawsuit against its agency. The members sought to nullify its contract…",91
Lai Mei Yun,Chinese,"Lai Mei Yun is a Chinese singer and actress, born in Shenzhen, Guangdong, China. She is a member of S.I.N.G (SING女團), which debuted in August 2015, under Qigu Culture. Former member of Rocket Girls 101 (火箭少女101), which debuted in June 2018 and disbanded in June 2020, and which was formed…",91
Sun Yue,Chinese,"Sun Yue is a chinese actor who was born in Xi'an, Shaanxi Province. He graduated from Zhejiang University of Communication.
In 2015, he participated in the urban romance drama ""Love Express"" and entered the entertainment industry.",91
